Age,Annual_Income,Credit_Score,Loan_Amount,Employment_Years,Debt_To_Income_Ratio,Dependents,Approved
65,143,352,48,7,0.6950478756992701,4,0
57,128,407,57,3,0.27019445949699417,1,0
30,120,773,55,23,0.6431461427204163,0,0
58,185,468,7,14,0.3279815585256125,4,0
40,131,767,94,4,0.008162711457216032,4,1
60,73,837,65,20,0.4945676245381424,1,1
49,129,779,52,3,0.5315039845028434,2,0
42,53,766,77,12,0.36145365838396726,1,1
42,88,431,19,13,0.0888074794030419,4,0
61,122,829,81,30,0.8182588010354491,5,0
31,42,762,49,3,0.031120145703248392,5,0
53,76,481,31,15,0.8788261386551978,1,1
45,74,465,42,37,0.5867156839217995,4,0
47,178,820,38,5,0.9746858584883918,1,0
63,142,798,78,15,0.49905679486013776,1,1
54,92,303,83,19,0.2860689422985063,4,0
39,165,631,64,37,0.27858304729915084,1,1
50,42,783,89,18,0.5122870843119428,2,0
54,30,787,73,12,0.015739972248782985,1,0
25,58,713,63,38,0.5753778193299905,3,0
69,125,419,93,19,0.2473381570513945,2,0
66,80,414,5,32,0.12067344960158177,3,0
51,153,755,72,36,0.11672484041075704,4,1
23,147,359,13,40,0.533588939380301,0,0
66,59,648,62,35,0.5738858673758923,1,0
37,43,677,84,24,0.6106825282048808,4,1
21,62,716,68,15,0.1474706048866119,4,1
55,54,668,65,5,0.12670184503466486,1,1
39,181,828,25,14,0.38852877273702,2,1
42,163,447,25,14,0.8380050759512163,4,0
57,101,412,83,34,0.46861602049999285,5,0
64,141,310,72,27,0.31015221230152634,1,0
29,163,714,37,36,0.565449235234484,4,0
64,49,554,37,8,0.38824011732829167,4,0
25,199,486,46,11,0.2989360568364836,2,0
69,190,399,34,30,0.7511917895573142,4,0
38,84,592,56,17,0.6598101148013962,2,0
19,165,802,64,11,0.20795234049781064,4,1
27,48,568,67,39,0.2808189702310101,4,0
27,127,819,20,27,0.9172980474956126,1,0
64,35,490,22,3,0.11696028104036538,5,0
25,23,743,88,21,0.36874478431666,2,0
42,48,772,94,21,0.7612642812249876,0,1
43,163,794,56,29,0.2892008874910048,3,1
60,155,639,58,10,0.2851957483051497,3,1
29,31,681,97,6,0.6680611268287184,4,0
66,175,783,18,38,0.36534593017832684,2,0
29,98,533,26,8,0.32050339367373804,1,0
61,41,476,86,11,0.20330597100293968,4,0
41,99,451,52,39,0.39323943172519416,5,0
28,39,419,27,31,0.18713720859782146,3,0
64,88,479,88,21,0.30065187300516394,1,0
57,48,376,25,22,0.07008564241914317,3,0
57,44,568,86,28,0.48502819493963834,3,0
45,104,650,42,0,0.5161128500818143,4,0
60,47,783,17,15,0.5800644539843893,4,0
61,66,563,18,14,0.6125198353568693,4,0
56,131,517,90,24,0.04676656825283365,2,0
24,178,672,51,26,0.4733402220952253,1,1
49,54,725,77,34,0.7389308599861465,2,0
25,184,312,73,23,0.9066555704372695,3,0
24,122,475,14,30,0.06738397412976738,3,0
19,124,511,56,5,0.6904297570595925,0,0
47,35,333,87,35,0.6872081861316874,5,0
61,121,827,8,31,0.7387135376269276,2,0
64,178,757,13,17,0.9686907774306446,2,0
27,144,791,54,27,0.6012501974721767,1,0
18,149,647,62,20,0.7362059768552255,1,0
22,21,818,99,11,0.5375392044243325,0,0
37,192,376,7,9,0.9282850116507411,0,0
42,181,722,78,2,0.1355501206264893,2,1
35,85,361,97,32,0.4564873566602834,5,0
39,86,562,35,3,0.9312776061382757,2,0
68,127,414,21,34,0.367459633130478,2,0
38,137,300,19,23,0.13878963373601438,3,0
40,92,663,35,13,0.35402559334774,0,1
55,189,301,27,11,0.17161254794897562,3,0
46,179,311,44,28,0.2309589701471595,1,0
18,138,576,48,37,0.7481910453130791,4,0
64,25,568,49,16,0.9183416606336705,0,0
34,108,579,59,26,0.9479695655444975,1,0
41,155,766,46,21,0.5994337862734697,3,0
64,180,825,76,37,0.39250769055140267,3,1
62,151,647,28,38,0.23289823479923288,1,1
68,198,697,34,33,0.2640158821396067,3,1
62,144,404,19,33,0.7981759384617949,5,0
47,32,821,40,0,0.18820937645434543,3,0
51,26,355,35,21,0.7073449591910562,4,0
23,174,608,23,18,0.13797313314069337,1,1
53,104,798,94,6,0.7315754776283336,1,0
21,78,410,10,6,0.5430242292969959,2,0
45,22,429,51,37,0.041886030455102086,1,0
68,55,609,99,15,0.6549481120981441,1,0
43,77,788,11,35,0.27243060292554144,1,1
45,108,602,19,8,0.7207154516572003,5,0
21,148,360,99,38,0.9981591533168718,2,0
64,195,730,19,3,0.713808649676779,5,0
44,148,359,91,29,0.035983596208683966,5,0
28,167,617,93,34,0.35424019863378753,1,1
63,153,368,92,31,0.5212867904991895,1,0
42,28,312,27,40,0.4944633265011894,3,0
52,146,720,59,15,0.8309030034615783,0,0
27,199,547,83,17,0.9262320693508147,5,0
35,24,567,7,32,0.11940323225254046,4,0
53,27,596,89,29,0.3640110553484528,3,0
47,51,682,39,10,0.34365857966273505,3,1
42,34,654,27,16,0.7003219686336086,4,0
23,176,687,75,34,0.8375059576869368,4,0
39,81,429,95,9,0.7034631642899991,0,0
43,175,308,16,35,0.332254318189384,3,0
26,188,732,76,10,0.8494118032348283,1,0
63,171,550,97,0,0.0024685029859959906,2,0
26,84,744,21,14,0.37519519176787874,1,1
27,76,730,5,30,0.21625647922795244,4,1
39,185,718,57,13,0.5868893174255047,3,0
28,126,740,5,25,0.1671367891843364,5,1
45,138,624,84,36,0.5508725788472912,3,0
38,28,364,98,33,0.2644499507590984,0,0
20,26,565,89,19,0.7383823830270201,1,1
29,87,593,5,39,0.7494195054011905,2,0
50,150,303,37,25,0.7235223567491524,4,0
25,36,597,42,34,0.18370938544939186,2,0
23,142,605,39,8,0.22235645319191222,5,1
27,184,470,19,0,0.8614923797186251,0,1
28,128,352,58,12,0.8835200936741688,5,0
47,70,390,22,26,0.3107893792157441,4,0
49,166,501,65,5,0.5456960755331153,2,0
64,178,764,43,0,0.9613010693957319,3,0
22,66,760,17,23,0.254926566020909,0,1
60,98,761,93,24,0.9107141426580582,3,0
61,51,636,36,29,0.6338418648549562,4,0
39,131,698,14,32,0.43317761200465243,5,0
53,104,804,70,29,0.6576169493263143,0,0
51,20,743,54,25,0.2708740553210006,5,0
26,176,719,22,22,0.3040745888313513,0,1
42,96,437,12,34,0.17527060224275304,3,0
37,135,649,9,12,0.6229370580330629,3,0
61,72,753,67,34,0.2868544338938106,1,1
46,122,748,37,33,0.783282659656451,0,0
25,93,847,94,21,0.7983517154639768,1,0
56,178,671,6,34,0.04466303385743198,3,1
52,187,841,84,31,0.8781834098806967,1,0
57,179,553,13,39,0.2507319775120247,5,0
18,185,702,20,32,0.24548410714727464,2,1
40,29,598,21,25,0.6926186916460534,1,0
52,28,732,19,17,0.19657967608174887,1,0
54,51,838,19,27,0.03209451219292636,2,1
61,178,767,5,9,0.6913463413275371,3,0
28,47,379,67,24,0.1946850063001867,0,0
69,22,844,48,0,0.40343061878255526,4,0
25,101,733,96,27,0.5126696531760021,3,0
69,64,305,44,13,0.0960174402835633,0,0
69,33,445,93,28,0.43579837485432904,2,0
20,65,429,90,23,0.9119601686445381,4,0
34,25,495,16,30,0.7309805251432281,3,0
22,81,703,19,6,0.2985033905470489,4,1
60,146,499,34,29,0.18138798703128045,4,0
64,98,754,91,33,0.575910758368637,1,0
43,39,328,81,37,0.7183904896036145,5,0
42,36,592,19,38,0.9274036757291033,2,0
48,162,301,43,19,0.7834223015721056,0,0
18,180,605,34,33,0.9132179852766433,3,0
27,176,672,53,31,0.10712078508788236,2,1
57,188,479,21,22,0.5799059382823495,0,0
21,194,831,66,39,0.6796003918250836,1,0
51,152,401,45,29,0.755192259625745,2,0
69,190,533,83,18,0.001029315565366673,3,0
53,156,315,79,24,0.4080452672150676,4,0
52,73,639,11,26,0.6570121568875343,4,0
40,198,539,32,11,0.6002195406777565,1,0
31,120,366,72,10,0.8176363358335038,5,0
42,80,440,66,38,0.08829859010767127,3,0
70,141,758,14,15,0.6421860560347962,3,0
19,136,582,83,16,0.4226078792741066,2,0
63,144,451,68,9,0.6941553731255583,1,0
19,117,658,13,5,0.5342817452283175,3,0
21,29,655,97,28,0.37426338164841155,3,0
39,181,307,53,2,0.6448478776969538,0,0
28,127,675,43,28,0.16796239639587718,5,1
44,103,674,65,25,0.6931232121767075,5,0
53,176,634,56,15,0.012773710004056027,2,1
18,109,560,48,30,0.9980480217275737,5,0
69,153,464,96,28,0.152732394453709,3,0
20,200,380,67,40,0.12449815592640046,2,0
38,200,467,18,37,0.7517533578912992,0,0
61,159,466,33,37,0.29644651128998756,4,1
46,76,847,20,27,0.7312710219793342,1,0
31,48,538,33,15,0.7303696591879556,1,0
60,29,427,92,26,0.5405796107136721,5,0
43,90,606,87,20,0.8134623931347242,1,0
22,79,791,68,23,0.6834725944335964,1,0
66,122,753,100,35,0.12286813227740156,0,1
53,175,312,12,9,0.7475168967475064,0,0
45,198,631,33,25,0.44706830942781794,4,1
40,81,591,10,27,0.15886717289590413,2,0
34,164,307,11,36,0.7080423370055218,5,0
25,200,765,5,4,0.7297927321183237,1,0
46,51,331,80,28,0.7557081268186125,3,0
70,101,769,82,37,0.3606611241831861,1,1
66,99,810,92,17,0.2058392869952762,0,1
53,132,683,14,4,0.6300499020370153,4,0
19,146,766,72,35,0.42720333897804263,5,1
43,84,392,87,3,0.39212600280136745,5,0
33,90,495,23,36,0.28957790593001875,4,0
40,90,745,10,21,0.982189903415557,4,0
68,38,785,83,40,0.9127140863937485,2,0
35,108,732,84,12,0.7543547925485486,2,0
25,123,523,62,37,0.06662696094429998,3,1
65,89,402,10,27,0.7883630134983131,3,0
31,94,327,65,19,0.5817750597777686,2,0
69,59,613,26,23,0.2228663098924406,0,1
56,28,770,37,37,0.04108778296742521,5,0
27,43,304,76,15,0.3595895739199291,5,0
41,88,448,80,29,0.5284683395078745,1,0
41,124,552,35,39,0.6468795433192011,4,0
53,104,458,53,27,0.8875887121039754,3,0
67,127,643,76,38,0.6693264127735739,0,0
33,49,675,36,36,0.1962320462190441,3,0
19,101,575,92,24,0.9087189280149103,5,0
36,160,841,75,29,0.15058049410342278,3,1
30,174,384,35,31,0.10916970175428886,0,0
35,168,822,68,28,0.3199029935057274,5,1
29,122,507,46,32,0.6112545064227575,3,0
68,166,655,47,30,0.7441995248606165,5,0
19,97,495,58,15,0.9282310681057079,4,0
68,31,740,88,6,0.4443875316121423,1,0
38,90,640,86,1,0.23230421805827817,0,1
57,100,394,83,13,0.5713184357861273,5,0
56,153,733,69,31,0.800509645795688,1,0
21,52,702,55,2,0.15520677917928338,3,1
42,134,653,43,15,0.0585976358762752,2,1
49,151,426,80,30,0.5475443208942972,5,0
53,113,464,87,13,0.7529994754336213,5,0
69,120,736,19,10,0.9942336355096956,2,0
30,140,558,51,18,0.0022529826129237263,0,0
40,111,545,75,32,0.22028736028870277,4,0
30,102,360,50,35,0.23107762262212872,4,1
65,176,774,59,20,0.3016841936744553,4,1
20,77,726,34,12,0.8255406915073545,3,0
51,173,493,54,32,0.13034920666248395,5,0
52,68,376,38,9,0.7312516574367022,1,0
51,149,744,97,3,0.6145291332640569,5,0
34,128,533,94,4,0.9971756840497129,1,0
22,158,782,84,33,0.3269767215418836,1,1
63,126,389,32,8,0.10042933430755374,0,1
41,195,715,45,4,0.1596425190007743,3,1
56,139,684,69,37,0.7744285819098411,0,0
51,111,605,65,28,0.4363858749678805,1,1
25,158,822,46,0,0.338563008959747,1,1
23,94,502,49,19,0.9351167434991574,0,0
41,76,619,43,29,0.0806575543395367,1,0
30,141,763,82,3,0.6020913664698274,2,0
54,200,791,26,27,0.04947819105413931,4,1
50,61,688,19,39,0.6181344513060778,2,0
57,187,668,65,16,0.03829138619702044,1,1
22,176,791,89,37,0.19056124028573662,1,1
27,160,667,47,10,0.8866906933167867,2,1
60,30,350,20,31,0.3723791883911107,5,0
37,195,455,57,5,0.6158751312048398,0,0
60,68,821,45,3,0.09803127951352553,0,1
39,44,484,25,13,0.49345899372194046,5,0
26,190,463,20,18,0.3701226204775434,2,0
32,76,443,82,27,0.9696597465027033,4,0
28,52,400,18,12,0.08786783586782876,3,0
19,39,647,40,0,0.5302931534646736,4,0
56,190,564,23,35,0.25905414916311564,5,0
49,38,604,60,12,0.09952240817407665,5,0
50,51,352,50,24,0.00400167593470202,3,0
33,186,712,30,15,0.7931143766896918,2,0
19,146,616,83,38,0.1396126603529665,1,1
69,54,487,49,5,0.9445149232882093,2,0
45,170,649,32,11,0.27244821917741535,4,1
42,170,303,97,36,0.9316033226072752,1,0
26,37,414,23,36,0.955479806945415,2,0
62,76,819,79,21,0.5532374528854946,0,0
22,151,520,90,25,0.9183955264590502,0,0
60,176,374,50,11,0.9057446356389475,1,0
57,172,603,77,22,0.4143186502523467,3,1
44,145,737,22,33,0.29516474529870296,0,1
35,46,321,6,37,0.488586052555819,0,0
40,128,504,22,5,0.05560651418679041,1,0
38,68,345,37,38,0.6922160618444774,1,0
61,93,484,21,9,0.7005321155919974,4,0
55,140,543,49,25,0.12021420902754576,3,0
52,118,393,53,1,0.7221839193592607,2,0
18,88,518,83,9,0.4107235699624281,2,0
35,150,480,8,20,0.4165345061206146,2,0
27,37,313,49,5,0.06632561133806758,0,0
65,167,391,77,22,0.555279562224498,2,0
69,145,406,96,34,0.2634029888063848,2,0
22,146,751,48,20,0.925845948733657,5,1
23,133,394,29,3,0.9938025267011961,4,0
68,137,798,51,32,0.45984551836224785,1,1
30,178,412,62,10,0.29248344310492624,2,0
50,67,404,61,26,0.8357933275778873,2,0
37,185,564,72,7,0.7510731394364172,1,0
29,33,398,55,21,0.07049409285256791,3,0
40,138,567,73,12,0.8563373248357075,4,0
27,142,667,7,1,0.5564443194252554,1,0
40,65,571,22,1,0.49618593438883607,2,1
31,185,383,56,3,0.799859101148085,2,0
52,96,595,44,26,0.9417531379115845,5,0
29,105,318,5,19,0.6480810748157035,2,0
51,159,471,71,11,0.6640787378420733,1,0
62,57,574,73,7,0.1387379112267776,1,0
35,62,804,53,33,0.35915931217019315,0,1
49,92,658,70,25,0.06824930568524767,3,1
70,194,731,13,12,0.6323410407329082,4,0
18,156,513,73,21,0.555469621010339,1,0
63,70,756,34,39,0.3233091255108804,4,1
51,156,611,95,31,0.9606788379580585,1,0
29,74,810,29,14,0.6588180982080535,4,0
20,163,420,75,17,0.38525071836192193,0,0
52,78,591,36,21,0.004648168925280638,4,0
32,102,403,9,38,0.8555494904355281,3,0
59,196,718,69,24,0.5458300096542491,4,0
25,73,468,64,12,0.9697697132162659,1,0
20,110,376,91,39,0.0638286895906579,3,0
56,89,686,56,34,0.5695659175775012,2,0
60,194,465,46,27,0.5993756100670233,0,0
21,29,424,8,27,0.8054816933119101,2,0
20,51,373,64,3,0.49183500501993827,4,0
37,94,827,12,24,0.9947596373069965,4,0
29,39,366,29,8,0.23885203536819988,1,0
24,26,412,79,5,0.1915440770377994,4,0
39,197,643,100,9,0.4830274151905406,5,1
44,199,322,97,28,0.6157623676730183,3,0
34,165,597,25,9,0.24931780652009627,4,0
28,181,539,87,0,0.30875298631287673,3,0
52,125,389,83,38,0.8253389755243343,3,0
18,87,308,27,8,0.5247539386260373,3,0
30,50,764,67,23,0.10412476243739388,0,0
19,173,535,32,24,0.27390247106894383,3,0
42,101,796,50,0,0.975982427596308,2,0
54,142,715,13,19,0.7449112548270225,5,0
60,88,313,27,38,0.34174303487963864,1,1
32,168,680,35,11,0.00564545055976684,4,1
66,45,590,20,2,0.8867636450419513,3,0
34,160,387,20,38,0.8864643481838621,4,0
59,115,749,16,16,0.9088747762369326,2,0
24,149,348,92,21,0.2313016869475948,1,0
41,85,839,86,12,0.5956877349680622,5,0
47,164,753,22,3,0.7686295092571844,4,0
70,121,793,6,38,0.49534684656117356,5,1
62,22,531,78,40,0.0014216720309900843,3,0
48,162,556,12,35,0.8705424631058796,3,0
25,195,711,70,27,0.66983195229722,2,0
63,150,475,61,17,0.21356300845787612,4,0
49,107,438,68,7,0.1615414599392695,0,0
59,177,685,19,29,0.9863296545513397,0,0
60,31,427,45,27,0.3048611907780857,1,0
33,38,620,34,16,0.043699724125018435,3,0
52,64,388,17,5,0.2976637947582136,2,0
29,149,579,86,33,0.7972996581819937,3,0
45,75,356,58,22,0.012097087491401037,1,0
23,76,387,35,11,0.27139068376632025,3,0
69,31,714,49,24,0.2657380781656792,4,0
48,177,514,36,35,0.9856609574568044,2,0
50,93,558,99,16,0.7956352921734672,3,0
33,76,346,45,12,0.9685720150491983,4,0
46,85,323,92,17,0.38954751389893805,5,0
21,148,503,99,1,0.4271956027974696,2,0
22,71,437,57,15,0.5839433939937642,4,0
22,104,314,12,9,0.6655125827091642,3,0
25,84,715,13,12,0.8933565746596509,0,0
57,45,781,72,30,0.9370646546540563,3,0
59,53,786,62,11,0.5892560729026746,4,0
41,79,383,50,29,0.5888374693418312,4,0
35,195,675,33,32,0.9570562964803099,0,0
46,101,331,58,31,0.9888035252326512,1,0
34,127,748,100,28,0.8780579527918337,1,0
44,99,377,42,24,0.10876823155377657,3,0
61,109,624,44,26,0.692411958940341,0,0
65,24,635,79,22,0.13815538995253462,0,0
53,121,766,64,8,0.39094162288928125,5,1
46,79,820,90,7,0.2809478257997007,3,1
41,125,667,97,22,0.19459609282354562,4,1
43,50,628,43,23,0.7623939058561962,1,0
57,94,742,46,6,0.044752219193603504,5,1
34,74,844,11,16,0.767153102143225,2,0
19,68,563,79,31,0.470859017060439,1,0
52,54,615,75,19,0.9055425836495654,2,0
26,193,386,68,28,0.42362191772126967,2,1
33,41,572,10,30,0.8669939837581565,5,0
44,165,600,47,27,0.7700856496204832,2,0
70,164,512,65,35,0.9050996212676428,5,0
28,49,416,52,38,0.9514139143572707,3,0
20,43,572,22,1,0.03376557722046525,5,0
19,96,695,5,16,0.9215714731765662,4,0
52,199,789,35,16,0.5890601141659638,0,0
40,41,554,58,1,0.9543858319312717,4,0
53,127,579,33,24,0.546806129514485,0,0
24,48,327,47,7,0.9465095411798654,0,1
27,44,740,92,6,0.23911375935981638,5,0
25,36,801,12,35,0.4578575237381254,5,1
68,46,762,19,38,0.6736578541823582,5,0
18,161,575,61,7,0.5715159210235763,1,0
56,182,782,31,36,0.916075048692817,2,0
58,25,534,73,23,0.9158577418457908,1,0
43,64,300,71,6,0.33333173311528586,4,0
57,123,354,75,2,0.8087509698440328,0,0
50,184,354,62,19,0.18668154481713095,3,0
31,118,474,79,3,0.3214141010200078,1,0
66,34,747,71,33,0.6307154211994302,3,0
44,157,641,88,9,0.821291784819328,0,0
46,62,621,100,25,0.41302711163152817,2,1
28,95,816,5,9,0.5942460053504046,5,0
44,62,727,45,31,0.4211202842915035,2,1
47,124,525,54,19,0.12339436375323676,5,0
32,41,581,82,38,0.5643784608887631,5,0
45,96,561,64,40,0.5968497479960805,0,0
67,134,486,55,17,0.9509875363742522,4,0
56,113,508,57,16,0.5607278981926902,4,0
34,37,606,93,6,0.9966946375261613,4,0
46,192,739,56,35,0.7282222094075168,1,0
25,41,371,19,2,0.48144641048275083,1,0
45,165,345,92,21,0.29578654249351977,0,0
54,190,639,24,10,0.9418474940884476,2,0
57,115,315,88,6,0.7726687348641699,3,0
65,165,672,78,37,0.01862768852439234,5,1
60,134,688,37,17,0.9515424351022675,3,0
36,135,648,26,17,0.7194874703576121,3,0
34,46,381,16,23,0.6821729782360418,4,0
54,108,774,63,29,0.32999580361079417,0,1
42,89,635,12,23,0.6610235434248729,1,0
38,65,729,30,6,0.7756249080938343,5,0
35,31,507,39,2,0.7012382779042275,3,0
35,83,771,71,27,0.6989839606750345,4,0
70,72,665,67,26,0.7949356367907937,2,0
54,125,682,22,15,0.22091320279659976,1,1
47,117,538,79,5,0.300168798671674,4,0
69,182,722,9,13,0.11061056130502978,2,1
29,86,429,93,21,0.34362199612713784,5,0
59,179,694,29,5,0.6224281520696574,3,0
52,68,339,76,28,0.041535270956132186,3,0
54,91,494,98,33,0.12855159786044934,1,0
37,110,338,7,3,0.029058211885023333,5,0
64,185,701,11,4,0.5064625847036726,2,0
26,136,764,43,19,0.4625236314105903,3,1
19,123,748,11,15,0.5673096308415861,0,0
44,116,357,41,10,0.7773176228143873,5,0
28,118,412,79,16,0.21795485466011766,5,0
55,27,498,98,17,0.9287249713607529,2,0
66,157,638,27,16,0.4513622752009461,4,1
33,195,685,25,2,0.24696884797021224,5,1
52,147,372,33,31,0.7729354869865064,4,0
60,148,571,80,32,0.6575270346971065,3,0
59,118,713,83,9,0.645306530272449,2,0
34,62,706,73,12,0.4953691906343791,4,1
35,175,346,32,20,0.9215191923374212,1,0
29,152,848,97,23,0.7410854101506894,1,0
29,182,748,92,5,0.9558528744672915,3,0
56,64,500,9,29,0.7097352778996852,0,0
23,71,422,78,26,0.09648201973516846,3,0
36,174,655,95,38,0.5849939785245091,4,0
56,93,821,37,37,0.627864769943869,5,0
66,160,317,5,19,0.5084126995273452,4,0
46,36,812,19,31,0.24994108461855935,1,0
53,185,414,84,0,0.19373851146504872,2,1
36,156,694,52,28,0.6062490867940149,2,0
45,127,704,74,8,0.8399911956499819,2,0
25,41,539,64,8,0.9072650805944771,1,0
54,171,765,50,20,0.1326905816777627,2,1
68,169,640,60,40,0.46725084814402074,2,1
33,137,832,41,16,0.6081352329231426,2,0
29,173,653,96,33,0.11842069401826816,4,1
37,130,627,39,27,0.7978140664413176,1,0
21,32,424,22,37,0.3649641000035797,2,0
66,20,677,80,24,0.8783774196955995,4,0
51,130,367,74,39,0.7148467752101705,3,0
41,119,710,74,32,0.19398021210600547,2,1
70,170,513,21,39,0.21471436951981226,4,0
50,162,422,99,40,0.2647522350662096,1,0
47,112,365,90,1,0.6236636477853256,2,0
21,61,471,49,28,0.7295141984358722,2,0
42,156,680,12,25,0.30689318218907957,5,1
53,81,773,63,36,0.24188464798278753,2,1
46,146,317,39,18,0.6861791184392434,4,0
25,190,509,45,24,0.11516240138871248,3,0
60,71,454,79,10,0.23429996422372112,5,0
29,185,445,33,20,0.22408259157800325,0,0
55,169,841,64,22,0.2020705009661593,3,1
31,116,587,52,27,0.9979662998077837,5,0
21,44,585,42,28,0.015623777836715536,4,0
36,77,795,63,34,0.33595554072829237,2,1
64,101,819,20,14,0.005638623500387574,3,1
50,194,488,28,22,0.8292306294755517,1,0
40,151,743,90,30,0.39777921731364774,0,1
39,35,460,15,33,0.7154602666747475,2,0
59,129,709,19,14,0.2757687613660714,4,1
29,93,776,43,10,0.6661950983728997,2,0
33,31,514,48,10,0.8045418010122957,2,0
65,95,812,70,32,0.160253593935771,0,1
48,104,734,41,40,0.8741703216759925,1,0
47,23,514,23,9,0.6203378054437996,1,0
61,82,740,35,40,0.7317560373014286,5,0
53,109,788,77,12,0.284484479207302,0,1
50,83,755,86,5,0.20388392193682658,3,1
24,89,740,97,1,0.753173471749625,4,0
42,83,677,55,31,0.11694547149308043,3,1
24,117,821,43,24,0.026724504245174807,0,1
43,172,391,64,2,0.060345505401880994,5,0
67,46,509,83,22,0.7739920705671455,4,0
22,90,780,97,40,0.7699681218792903,3,0
65,35,829,65,4,0.18789751994440174,3,0
20,126,477,54,28,0.821451102959748,0,0
66,62,448,37,40,0.3992148743864111,5,0
53,49,542,92,36,0.5729484736974183,1,0
36,149,329,9,13,0.7373736335395861,1,0
20,196,440,11,19,0.7027443721197214,4,0
22,122,684,41,31,0.41906809984307025,0,1
43,108,747,92,29,0.4458879554219567,4,1
62,183,603,78,32,0.1788787388826426,1,1
36,109,702,23,40,0.8643386825389694,2,0
69,54,300,61,14,0.8427216600431593,1,0
48,29,828,78,16,0.24167981570717267,0,0
18,149,720,81,19,0.7125084212988676,2,0
22,195,698,67,23,0.8028484229697286,3,0
54,135,834,72,30,0.35211600713170255,1,1
28,193,810,17,21,0.3536725743949669,3,1
23,38,641,81,33,0.8350943401299257,4,0
27,181,320,100,10,0.794401009891945,2,0
29,65,799,76,3,0.5607527727794364,1,0
58,140,673,6,19,0.9232532880406146,1,0
68,72,359,71,30,0.8696731323025073,5,0
40,62,325,55,35,0.21585790076521238,3,0
45,196,806,44,28,0.5363528105904403,2,0
51,32,727,40,13,0.6243937964398953,2,0
66,67,560,68,26,0.881681995814269,3,0
61,186,305,94,38,0.10279602298136903,0,0
18,55,588,19,33,0.7635739134665755,2,0
26,53,672,19,14,0.22298596474053745,0,1
51,54,645,91,32,0.6439675992535223,5,0
41,107,526,45,4,0.5727679028775595,4,0
62,165,558,82,24,0.4311844071921811,3,0
53,169,533,53,3,0.3929449389665539,2,0
65,193,664,44,20,0.7050769619293124,1,0
21,187,774,71,29,0.584414624883448,5,0
68,135,346,21,4,0.9027985189331454,4,0
45,45,539,61,38,0.45248707496077023,4,0
64,127,305,89,24,0.5572863270001672,0,0
47,187,475,53,20,0.004759040069905018,4,0
46,31,498,30,2,0.6054648602222887,4,1
46,182,695,38,27,0.8361930977524903,3,0
26,180,617,11,9,0.10288624532205115,3,1
38,56,616,49,9,0.15619647873382503,4,1
24,116,831,48,21,0.25570144056523525,1,1
35,21,667,20,40,0.2311153048481117,1,0
56,86,845,25,12,0.8169419986700209,2,1
18,86,380,16,38,0.7251346265816816,5,0
28,67,825,5,18,0.5041743704378998,3,0
41,44,730,85,5,0.45021393095657714,2,0
44,143,631,62,19,0.9054064648584275,4,0
19,56,682,33,5,0.7814345147246148,4,0
57,183,768,37,39,0.2529528513335707,4,1
55,156,702,16,1,0.03584415232456073,5,1
58,106,416,15,37,0.02919752201948078,1,0
42,123,382,51,4,0.9003121410906335,1,0
40,65,342,82,0,0.0889352447554681,2,0
70,39,667,19,11,0.25209706511397556,4,0
29,194,510,89,36,0.08070489492816302,4,0
30,29,580,35,39,0.5663560374207093,0,0
22,103,647,55,5,0.07747555725795907,3,1
49,61,480,68,40,0.2926499645385542,5,0
59,183,552,78,35,0.583600773443762,0,0
36,165,504,70,11,0.15160876698531278,4,0
57,101,775,52,28,0.13377126735678924,5,1
36,165,512,76,7,0.7147986077330956,3,0
35,180,521,32,36,0.3900470651638448,0,0
51,88,835,17,40,0.5049551255923007,4,0
27,178,356,86,3,0.4281027709077534,5,0
52,63,365,49,15,0.6698352295539118,3,0
23,115,718,69,18,0.1557531405919398,3,1
47,197,655,54,36,0.37880411531957203,0,1
38,186,502,69,13,0.8660941313653747,0,0
39,29,808,61,23,0.9883780838359111,4,0
38,20,342,98,3,0.4472523465196122,2,0
40,159,607,10,29,0.5150849427176344,5,0
58,163,755,80,27,0.8732116596934296,1,0
48,135,463,87,28,0.5118373641477683,5,0
44,58,672,59,38,0.3281085611065191,0,1
47,99,302,25,19,0.5047385502151964,0,0
52,151,652,92,9,0.7291343839138855,5,0
70,106,544,75,5,0.2827912052679644,1,0
35,126,593,53,40,0.36925447415014123,4,0
28,173,407,76,26,0.37494114635264697,0,0
46,55,317,92,20,0.8273431583382418,2,0
44,34,322,48,4,0.36730948560867993,2,0
30,139,752,42,31,0.4843969157830629,3,1
24,87,640,22,9,0.319372326016229,2,1
47,164,808,38,26,0.3095089587622316,4,1
53,146,354,54,13,0.7822693506022277,3,0
64,120,673,97,9,0.369161544230198,1,1
47,166,400,57,29,0.5877677851627399,3,0
47,154,366,77,23,0.2566878187025806,1,0
27,166,672,83,1,0.7796418224163886,2,0
44,70,792,52,23,0.37873714726043883,5,1
43,172,809,54,36,0.772149516020762,0,0
51,49,519,97,24,0.6779284224614185,4,0
26,68,451,34,37,0.11676635982033512,2,0
46,88,511,12,10,0.15368082393883753,2,0
66,87,708,17,3,0.14710001050329713,4,1
56,55,559,9,12,0.767288195641983,5,0
67,168,613,44,36,0.40451640882346274,4,1
41,68,824,22,30,0.42772551535431924,2,1
29,94,591,33,21,0.6848234920670627,0,0
53,69,707,68,27,0.10441454847347775,4,1
50,97,561,80,17,0.8327162914375604,0,0
